교차로코드,교차로명칭,지번,X좌표,Y좌표
7912,강서도시가스,822-15대,187305.7361,548009.2679
7914,천동초교입구(연등),50-14대,212435.4935,548919.8183
7915,고덕역(연등)2,499 대,213519.192,550789.824
6845,남가좌아이파크102동,344-42 대,193072.8466,552847.843
7019,세곡중학교(연등),550-4도,208174.0293,541290.9385
7077,신내역(연등),70-3도,209052.3719,557009.7346
7081,김포공항입구(연등),612-196도,183037.3572,551365.5037
7339,봉화삼거리(연등)2,493도,207814.0762,555979.98
7344,은하수어린이공원(경보),산33-3임,203912.7994,558897.8347
7367,기타(성동도로사업소권역),469-12도,205895.1339,551472.9752
7775,둔촌고등학교(경보),59-5대,212690.5583,547978.0628
7895,하나유치원,,193812.0188,560892.0397
7784,삼환빌라,345 대,203584.4871,560803.4584
7790,서울숲리버뷰자이104동,19-104대,203473.7042,550719.6995
7799,국회의사당(연등)3,1대,192769.9137,547626.4765
7804,목동역(연등)2,808-13도,187930.1162,547399.3406
7816,신성교(연등)3,105-95대,194483.0258,541256.5401
7887,서울과학전시관앞,244-1도,196298.5046,541167.5248
7606,청계2가(연등),38-1사,198906.852,552049.9709
5544,독산동골프장,,191038.2685,540013.0253
6808,영등포경찰서(연등),4-13대,191443.9262,547494.368
7421,금천롯데캐슬1차,1011-1 대,190770.5215,540211.4123
7422,금천롯데캐슬1차(연등)1,502-2대,190645.3004,540166.9068
7426,목2동극동아파트,231-1도,188608.0445,548778.6176
7434,신도림119안전센터,643-1 도,189484.7168,545351.6942
7436,문정현대지식산업센타,119-4 도,210564.5455,542965.9713
7463,시스폴사거리(연등),834-15대,199050.7092,543062.9511
6816,세종문화회관뒤,77-6대,197768.8479,552534.5975
6818,건춘문,59-1 대,198196.2368,553156.1768
7241,남도학숙,508 대,193715.2779,545500.641
7243,롯데캐슬골드파크3차,1082-42도,190955.8671,540289.3471
7244,하늬중학교,953답,184121.1346,551033.3381
7247,석촌빌딩,113공,209611.3294,544906.5089
7773,"강일9,10단지삼거리(경보)",산8-1 임,215584.8203,550914.7544
7927,영동2교북단(연등),515-8 대,203710.6211,542378.6789
7123,가재울중학교,456 대,192086.9612,552813.0377
7125,동광교회(연등),361-163대,194128.2806,544672.2305
7158,AK몰주차장(연등),413-48철,189653.9702,544745.1685
7170,보라매공원후문(연등),366-130대,193284.462,543716.8892
7175,수도공고(연등),506 대,205563.4903,543156.3569
7182,마곡밸리사거리(연등),494도,184672.7292,550849.6393
7183,신림중(연등)2,산1-257임,194981.9581,541246.25
7184,강서고교(연등)2,825도,187936.8763,548421.8665
7193,지식산업센터(연등),371-17장,189539.149,541608.6551
7196,개봉역앞(연등)2,178-13대,187474.3521,543787.2027
7200,삼환아파트후문(연등)2,212-20도,187216.8118,543860.767
7279,금옥초교(연등),1419-1대,201421.4037,549514.3666
7283,대원고(연등)1,18-24대,207695.3904,551464.1773
7290,상암초교(연등),1049철,190566.954,553171.7685
7303,위례정보산업고(연등),,206461.5639,559077.5694
7308,장석시장(연등),473-5도,205124.3715,557328.9566
7327,관악소방서(연등)1,1606-11공,195851.4428,541572.4495
7922,세종포천건설공사출입구,59도,213711.4785,549468.2134
7639,부암동주민센터,208-11대,196822.4901,554815.0301
6862,은평메디텍고교(경보),산85임,193815.2057,559466.0532
7508,구립마포노인복지센터,43 대,196426.697,549914.6384
7509,나진전자상가,48 대,196898.2833,548226.0977
7520,트램스퀘어,산42임,212685.4554,542455.4975
7526,위례힐스테이트108동앞,917-19 도,212650.6803,542097.494
7531,래미안강동팰리스,175-1 차,211782.2134,548684.3438
6904,D-1,251-17답,184805.403,551997.9486
6905,마곡501동앞,239-5 전,183902.9183,551899.7455
6915,성내천공원앞,548대,211088.2678,547300.8244
6920,청계산역삼거리,318-1답,204711.1401,538935.7851
6922,청계산주차장,271-14답,205015.3178,538557.9401
6923,한동교회,산3-1임,214364.4894,551497.9106
6936,동명공원삼거리,240-3 도,214670.0877,551469.2871
6938,궁마을공원,600 도,208348.4455,542777.3909
6959,중림동(연등)2,180-1도,197253.321,551106.8132
6963,종로119안전센터,1-2사,199296.3781,552408.533
6967,청계8가,96-11도,202065.5166,552497.417
6983,명남아파트,28-2대,192210.9323,554985.2894
7016,삼성힐스테이트2단지앞(연등),24-23 대,204392.9221,545836.8744
7017,LH푸르지오(연등),산 48-16 임,208264.2537,540946.3578
7338,신내동새마을금고(연등),393-18 대,208652.2295,556248.5762
7362,63빌딩(연등)3,86-5천,194625.1957,546757.9928
7407,우이성원아파트(연등)2,산101임,201207.7805,562299.1735
7412,마곡나루역,301-2답,184786.8736,551924.3713
7415,"청계산SH6,7단지",산18임,205116.706,538998.8305
7416,청계산SH702동앞(연등),산22-1임,205081.5614,538717.0552
7423,독산동6구역,1011-19대,190802.4697,540118.3878
7447,마곡SH빌딩,409-7답,184988.7511,551108.1049
7448,파트너스2,191-3구,210707.4908,542624.6628
7450,신길영광교회(연등),3183-113대,192330.1031,544518.3626
7456,서초푸르지오써밋(연등)1,749-35도,201959.2112,544650.0249
7462,관악노인복지관(연등)2,344-78대,193446.1099,543686.373
7466,백련산힐스테이트206동,759-2 도,193303.0663,554680.9288
7766,청화병원(연등),232-292대,194681.8634,545269.3583
6859,백제고분공영주차장입구,131-12대,210488.8636,545286.7978
7401,대주아파트앞,405-5도,206333.7597,558010.7449
7363,휘봉초교(경보),1031-443천,206254.8807,554111.1037
6987,청량리역(연등)2,235-11대,203996.0969,553358.5164
6997,초원교회(연등),687대,186050.0228,551424.2073
7230,나누리병원(연등),1080학,185726.1873,548663.1656
7236,신내지하보차도,181대,209765.4729,556979.6845
7328,위례와이즈더?사거리,420임,212754.0649,541917.5289
7772,서초우체국(연등),311 공,203616.2517,541101.1031
6869,가좌사거리(연등),175-95대,192592.801,552675.5838
6878,공항초등학교,393-4답,184171.2521,551455.222
6891,삼성디지털센터,905-29대,194843.0126,542560.7757
6893,마곡힐스테이트,226-3 답,183920.8636,551739.4269
6897,마곡M밸리6단지,758 도,184025.6656,552002.0017
6898,마곡M밸리7단지,315-2임,184527.8991,551946.8712
6903,서울대치과의료센터앞,147-5도,195757.424,541144.9874
6908,공항후문,516-2 차,182692.8355,552256.8491
6916,은곡삼거리,389-5 도,208432.4048,540635.0114
6930,푸르지오시티,산20묘,209138.7533,541661.731
6944,신반포중앙교회,58-16대,201138.633,545653.251
4659,동작우체국(경보),349-35도,193294.4538,544263.7004
6953,청계광장(연등)1,139-7도,198022.1487,552205.9572
6961,하나유치원,13-3 도,193839.869,560947.2124
6970,세종사이버대학교,38-2대,206505.7351,550451.6922
7261,송례초교사거리,861-5 공,212175.382,542114.983
7264,청계산SH702동앞,136-3 천,205018.6172,538668.621
7270,청계산SH710동앞,361-15 도,204916.8091,538806.8635
6843,월곡두산위브아파트(연등)3,225 대,203224.2285,556416.2765
6874,서광타워온누리약국,67-85학,195221.3881,550639.2893
6882,서남충전소,153-2답,184874.6395,552596.6194
6885,마곡중학교,716 대,184354.8289,551966.8477
6894,마곡밸리사거리,571-4 도,184684.1723,550961.4807
6896,LG아트센터서울(D-2),761-5 도,184765.1583,551661.0803
6901,삼환아파트후문,412-52 구,187099.8919,543874.5646
6919,강동아너스빌앞,447-9 대,211817.9072,548288.8675
6940,언남초교정문,산29-1임,205473.0728,539452.7611
6941,고덕빌딩,1701-1 대,200857.2177,543668.1682
6950,동묘앞역(연등)1,58-447임,201531.6779,552656.1122
6960,팔복기사식당,124-406대,192832.213,552175.2012
6962,은진초교정문,169-31임,193017.4461,559193.971
6980,강서구청(연등)2,1098-22도,186660.7384,550185.9173
6867,신사씨티아파트,산31-1임,191560.9249,555674.9971
6868,가좌사거리,241-47도,192469.3318,552540.2939
6984,성북트리즘빌딩(연등),222-1 대,203450.5058,555879.3801
6991,허준박물관(연등)2,439-1제,186873.3081,551939.1494
6992,난곡중,산122-13 도,192207.413,541985.5478
6996,행복한감리교회(연등)2,1712 대,195638.2283,543009.2622
6998,배명사거리(연등),22-4대,208693.0974,544790.4851
7000,송파초교(연등),63도,209776.4585,545384.4017
7001,보훈병원(연등)2,52-1종,212613.7753,547869.894
6851,중계중앙하이츠301동(경보),1289-3도,206785.0958,562228.1823
6853,상천초교(경보),742학,205066.0991,560647.6877
8011,한인트윈빌,산26-157 수,193814.2073,553038.53
8023,항동매화마을,171-1 대,184365.6473,541902.5276
8084,태릉신협,70-4구,206746.1698,555106.7587
8087,수명산파크115동앞,227-2답,184925.9094,550648.5202
8098,이너매스,416답,185250.6141,550890.346
8221,신석어린이집(연등),426-13대,194385.0394,549195.7836
8227,명일중후문(경보),670대,213046.4371,550910.617
8284,역삼초교정문(경보),753-8 대,202872.2286,543628.1857
8295,이수역리가아파트104동앞(경보),105대,197693.7776,543252.0875
8297,세우촌공원빌라앞(경보),961-17대,198990.1625,542357.4701
8300,동작상떼빌103동(경보),712대,191789.7875,543033.55
8301,용수산서초점(경보),산94-1임,200155.2452,543785.9492
7618,독립문삼호아파트(연등),82 대,196376.0994,552454.1045
8302,정삼품묘(경보),918-19대,191823.2625,538651.55
8346,"위례서로(3,4공구)",378답,212482.8464,542870.6497
8409,IBK기업은행대림동지점(연등),685-18대,191065.1691,544186.1116
8423,종월2교서측,226-3 대,203583.9849,555299.5243
8424,천호3동우편취급국,56-36대,212087.965,548983.0075
8473,8번교차로,266-3전,213322.1765,543208.1687
8474,6번교차로,산71-11임,213474.6749,543310.7593
8488,굴레방다리(연등)2,129-44대,196112.6394,550837.5896
8489,상도롯데캐슬,154-30대,195140.2036,544592.4614
8493,한서초교,652대,195464.7172,550465.7805
8495,별빛어린이공원,569-25대,206385.6452,557754.0639
8545,칸타노체(연등),117-1 도,209338.3886,556895.0514
8547,망원지구대(연등),415-41대,191403.195,550460.0746
8624,꿈의숲 대명루첸아파트 103동(경보),612-9도,204205.5942,557909.3334
8625,하늘채 꿈의숲(경보),311-20도,204100.8585,557826.7361
8632,고은어린이집,204대,195214.3342,554004.6344
8661,월드컵대교남단,산2-1임,189595.3624,549869.0094
7974,인재개발원(연등)2,1436-11 대,202117.9988,542618.2734
7996,래미안아트리치,76-2도,205665.1791,556391.3268
7997,래미안아트리치(연등)2,404-1도,205729.617,556396.1167
8073,KKDC,272-11 학,185716.2697,551958.9196
8082,호텔엠펠리체,367-1대,185474.0933,551190.6425
8091,신동아파밀리에(경보),167-27대,211742.7058,548595.1075
8100,이대서울병원,964-2답,185432.6642,550869.5529
8151,영동대교북단연결로,,205197.2163,548129.066
8153,복지장안충전소,106-20대,205989.0252,553020.8395
8156,일원에코파크(경보)1,474-1 도,207800.6,544110.9375
8211,청담동 삼성생명빌딩(경보),89-13 대,203671.2838,547024.322
8213,조원로172(경보),1718 대,193033.4625,542973.9062
8238,참새어린이공원(경보3),390-5학,193143.9125,544254.2812
8261,본동SH빌아파트(경보),344-1임,195572.775,545667.5875
8262,이수힐스테이트106동앞(경보),102-17도,198356.8144,543824.0639
8263,사당휴먼시아아파트102동앞(경보),275-13대,197454.7624,542241.1543
8265,본동삼성래미안101동앞(경보),211-1도,195672.0375,545606.6
8266,진영빌딩앞(경보),1033-34대,198172.625,541915.5375
8370,서초센트럴아이파크아파트,1559-12대,201008.6805,543107.9483
8745,경인고속입구서측,57공,null,null
8757,노원정진빌딩,95-376천,null,null
8800,영동대교남단램프(연등),340천,null,null
8807,서정초교앞,927-7도,null,null
8808,발산나들목,1456-7 도,null,null
8809,내발산오가빌라,724-46도,null,null
7991,현대엠코타운,266-1대,195600.7875,544198.9625
7995,래미안베라힐즈201동,21-43대,194385.2149,555901.0869
7999,레미니스1단지입구(경보),442-11답,212042.0192,545344.6579
8027,용곡삼거리(연등)1,1496대,207609.3476,552214.5907
8028,월곡두산위브아파트(연등)1,225-11 도,203280.1536,556553.8785
8029,재동초교사거리(연등)2,11-130도,198675.2638,553308.4825
8030,강변맨션(연등),40-1007 철,196459.2665,547114.4325
8036,중곡제일시장(연등),167-20대,207321.2171,551533.2719
8043,대륭테크노타운12차앞(연등),319-25대,189720.6945,541097.2212
8057,신명초교입구(연등)2,81도,212955.0729,548882.7947
8063,염곡사거리(연등)2,330-4도,203761.4945,540650.4221
8199,MS빌딩,1012-40 도,205311.1612,544901.1405
8208,구로디지털단지역5번출구(경보),992-8대,191342,542891.2187
8217,대치지하차도(경보),352도,207036.1371,544436.9717
8218,대치지하차도(경보)2,350도,207351.1371,544350.7792
8224,돈암시장,209-1도,201482.7372,554632.5657
8229,삼성R&D센터(경보2),산21-35임,201959.8772,540831.8084
8234,신사시장(경보),475-84대,192669.35,542890.1937
8251,구리암사대교남단램프북측,,211855.6358,551866.0252
8269,백산초교앞2(경보),921-20대,191629.8125,538691.1875
8288,삼성R&D캠퍼스,산21-19임,202111.7375,540702.0866
8341,북아현119안전센터,1-145대,196110.1786,551254.6263
8385,길빛도서관,471-2학,202336.9684,556745.6526
8437,고원초교,76-10학,188058.9151,544179.3577
8477,신설17번,107-6답,215193.813,552336.16
8492,마포프레스티지101동,251-8대,195434.3632,550575.9402
8576,백운시장(연등),532-57임,201365.4585,561903.8974
8598,CU방배중앙로,927-3대,199349.6039,542481.7431
8613,고척초교사거리,134-58대,187383.1353,544503.9658
8614,서측RD입구사거리,152-8대,187494.8844,544663.2901
8615,공공청사입구삼거리,142-3대,187489.6849,544518.6194
8666,성산대교남단동측,35천,190300.7967,549459.5035
7981,테스트교차로,84-8천,193993.6879,548669.4464
8032,삼양입구사거리(연등)2,137-101대,202669.3593,557478.9905
8040,가산동주민센터(연등)2,133-38 대,190339.8099,542109.8898
8047,뒷벌어린이공원(연등)2,819-34 도,198866.1871,543452.9213
8050,목동파크자이107동앞(연등)2,330-9도,188430.3684,545693.9576
8052,문래현대홈타운(연등),30-2대,190477.6564,546668.3732
8054,호산나식당앞,819-34 도,198906.7217,543341.127
8064,염곡사거리(연등)3,349-9도,203773.5993,540735.0163
8065,영등포시장역(연등)2,92-7도,191698.4023,547013.8439
8071,항동하버라인9단지(연등),56-1답,184567.7462,542354.7656
8125,신원동482-5(경보),산1-3임,204639.8445,539390.3413
8290,드림요양병원(연등),42-1종,210732.2805,544205.1037
8333,에이스하이엔드타워9차(경보),685-535 철,189301.4375,542972.3
8339,원효대교남단(연등),85-5천,194479.7689,547032.7023
8353,영등포시장역(연등)3,29-1도,191621.6574,547114.9875
8405,개포래미안포레스트126동앞,,204977.9251,542127.1467
8408,북위례#3,323-218대,213783.822,543244.6148
8603,금부빌딩,1475-3도,187060.3066,551395.5391
8658,동작빌라앞,산32-59 도,197043.1559,542505.2116
8674,하나은행고척점,102-2도,187687.2541,544333.3031
7978,양진중후문,384-1전,208739.8309,549534.5563
7980,광장사거리(연등),266대,209052.7805,549581.7035
7982,에이스하이엔드타워5차,392-96도,189332.9545,542887.6562
7985,위례신안인스빌사거리(연등),393임,212638.7465,541773.3809
7986,위례포레샤인23단지,36 도,211872.3179,541987.1673
8022,래미안영등포109동,267-1 도,191738.8212,544990.1572
8114,삼성빌라(경보),166 학,213922.6456,549611.4815
8130,대원빌딩앞,779-6도,198625.3932,543492.2188
8192,성내삼성아파트(경보),137 대,211094.7375,548049.7187
8193,가양대교남단램프(연등),506-1천,187578.3078,551936.7485
8194,가양대교북단램프(연등),1548잡,188032.9255,552703.1826
8195,한남대교북단,410대,200970.13,547706.9357
8196,신내성원아파트101동,618대,208423.9338,556202.9338
8209,롯데하이마트상도점(경보),325대,195162.875,545074.0312
8210,강남N타워(경보),629-21 대,202873.4031,544530.6827
8247,구리암사대교남단램프,655-1천,212003.565,551654.0358
8249,신풍역출구(연등),3183-20 대,192185.8428,544519.0104
8349,서울금나래초교(연등),472-2 대,190721.7821,539891.8359
8356,"송파역1,4번출구앞",99-2학,209928.9722,544470.8373
8366,삼청파출소,97-1도,198335.2274,553558.5819
8369,명덕외고기숙사(연등)2,218-10답,185096.8077,550637.2265
8371,목동14단지(연등)2,1300 대,188659.5281,546286.8387
8381,신방화힐스테이트,260-37대,183674.8061,552017.8705
8439,경서농협수궁지점,산14-8 임,185263.5321,543880.7025
8491,으뜸부동산,62-13 도,195280.0763,550537.0678
8601,송파상운종점 단일로2,211-87도,213653.0108,543629.2859
8623,서울장월초교(경보),242대,204153.7122,557976.9116
8801,비비가구,11-23도,null,null
8805,월드컵대교남단북측,170천,null,null
8806,초안산지하차도,230-5철,null,null
8810,명보사거리(연등),22-2도,null,null
8811,월드컵대교남단서측,10-8 천,null,null
8812,개봉동작은굴다리,100도,null,null
8837,광남캐스빌,450-1도,null,null
7944,생명의전화(연등),222 대,203214.2515,556088.9334
7953,정의로삼거리,150대,210153.0362,543019.5748
7954,구로IC서측,685-223대,189032.4387,543243.2913
7955,신길주유소(연등),337-136 대,191775.3092,544450.4224
7957,율현초교삼거리,24-10 도,209664.3978,541635.2905
2658,문배동,1-4철,197427.731,548844.2306
2704,버들약국,738-29도,200036.2077,548584.7132
8086,명덕외고정문,92-4답,185405.2212,550622.4441
8107,고덕아르테온(경보),112-3 도,215084.3596,550473.9817
8110,고덕자이북문,121대,215026.4221,550470.6067
8111,고덕자이남문,124대,215072.975,550152.6062
8177,상현중(연등),산36임,196608.4019,543902.0268
8189,래미안영등포프레비뉴아파트103동앞(경보),282-20 도,191887.725,544975.3937
8252,구리암사대교남단램프북측(연등),,211774.9454,551990.2412
8253,가락중고교,162 대,210426.4987,544656.5309
8254,거마아리수올림터,5-18대,212998.1953,544390.3218
8255,가곡초교,96-2답,185534.3332,550609.8076
8256,잠실파크리오119동(연등),21천,209517.5393,546840.0671
8414,9번 교차로,657-11 도,213097.981,543062.7431
8425,문교초교,산197 임,191885.1766,540823.1397
8426,삼일자동차운전학원,697-2천,210780.7936,540832.8063
8538,천호대교남단진입램프,269제,210546.0448,549060.8921
8540,남명초교,311-14잡,187089.7105,546288.9555
8542,연가초교,5-152도,192718.9642,553293.8782
8551,돈암초교후문,80대,201180.4241,554949.9001
8562,양원성당,604 도,209349.5167,556556.6427
8579,태릉해링턴102동,215-24 대,207216.2374,558381.1445
8005,송천센트레빌,1288-2 도,202317.0885,556978.2176
8006,영훈초교,1288-2 도,202399.9645,556997.6322
8129,신촌금호아파트(연등),,193912.1602,550511.7656
8131,문래SKV1센터,8 대,190068.3091,546444.1448
8250,DMC쌍용아파트,369-21대,192831.8192,552917.2675
8335,항동중학교(S1),1-5대,184174.0706,542574.5272
8338,구로소방서(연등),327대,188033.4364,544264.2812
8350,녹번역e편한세상캐슬정문,산27 임,193959.4941,555637.4954
8351,우림빌딩,252-111대,201978.9851,560237.9537
8354,고덕아르테온328동앞,,215143.9539,550758.1582
8509,신당동공공복합청사,76도,201316.5174,551408.1309
8622,북악산산책로,산2-1임,198431.9412,554645.2938
8655,영도캐피탈,285-89 도,201185.3239,549035.9209
8147,잠실대교북단-01,723 도,207680.0399,547830.8902
8148,잠실대교북단-02,683-20대,207737.7859,547859.9669
8149,잠실대교북단-03,687-21대,207785.0102,547751.0408
8150,잠실대교북단-04,688-6대,207771.1104,547707.0791
8154,이랜드R&D센터,775-5 도,185647.828,552005.6253
8155,중앙보훈병원정문,598-2 전,213177.7852,547847.3643
8160,애지어린이집(경보),228-6대,212534.3125,548053.1562
8274,성현동주민센터앞,1736-110 도,195395.9314,543373.9882
1546,개봉1동사거리(연등),249-36대,186524.025,544736.5338
8279,원터공원,494대,213330.6328,550586.1453
8282,헬리오시티후문,313도,209057.8532,544459.2479
8291,봉천우성아파트103동앞(경보),1717 대,196456.5375,542943.7625
8296,클럽54골프연습장앞(경보),455-4대,198446.6375,542216.65
8604,늘사랑교회,32-35대,202524.4808,556620.6759
8606,수도방위사령부(연등),산100-3 임,198812.2401,541084.2676
8607,남한산성광장,271-5대,213876.668,543485.1198
8608,사당IC출구북관악,511-74잡,198575.854,541286.6306
8609,사당IC출구남수서,산164임,198722.6772,541085.2658
8610,길음롯데캐슬106동앞,510-103대,202299.582,556350.4246
8611,길음롯데캐슬116동앞,488-8대,202465.8242,556538.5953
8612,길음롯데캐슬118동앞,1288-2 도,202458.5654,556669.1654
8636,명지대사거리(연등),318-13도,192994.1122,553083.5648
8743,불암동아아파트(연등)1,95-293도,null,null
8762,수서신혼희망타운301동앞,344-1답,null,null
8789,영등포현대프라자,205-2 도,null,null
8833,새마을금고광장동지점,281-2도,null,null
8836,무량사입구,567-83천,null,null
7938,거여초교(경보),104-2 답,212406.9534,544991.623
7976,화물취급장(경보),700-5답,210829.9279,541468.9959
8090,강동파크빌(경보),191-78대,211592.125,548698.1625
8094,삼익세라믹APT102동,36대,203264.4991,561989.3694
8105,송파파크센트럴입구,182-2대,213236.175,543718.45
8121,다이치빌딩,901-22도,199627.1107,542771.6236
8142,신영소방서(연등),17-13대,196564.1098,556133.4371
8239,백운시장,532-31전,201389.4125,561800.0107
8243,송파레미니스앞,442-6답,212085.3762,545423.082
8244,영신초교,110-12대,192695.6356,545607.6606
8334,사랑의쉼터앞,187대,214765.0081,549727.7304
8336,항동초교후문,130-2대,184451.6845,542060.13
8343,신정뉴타운204동앞,601-3대,186150.8035,546350.9476
8344,신정뉴타운201동앞,544-8대,185940.6271,546254.9105
8345,신남초등학교,1055 대,186276.2291,546406.3986
8347,청운실버센터(연등),산1-1 임,197574.369,554081.3332
8363,래미안블레스티지후문,155 학,205515.6097,542568.0528
8386,성산대교북단램프,565-11천,190640.738,550874.0073
8393,과거현시교차로,346-1천,197909.9428,545860.8143
8442,보광초교삼거리,106-4대,199636.3033,548116.0132
8587,장위초교,238-100대,204256.2163,556831.1197
8700,위례솔초등학교,산64 잡,213380.5912,543103.9635
8701,연세로명물거리,134 학,194426.8372,550909.5533
8707,청운교회,754 대,204074.0853,544020.9056
8714,대림창고,289-32도,204971.7031,549189.9638
4181,우성맨션(연등)2,410-275도,201205.9607,559892.4466
7717,잠실유수지(경보)2,310-16대,207149.788,544723.7916
7718,고덕아이파크(경보)2,500도,213739.5603,551213.1205
7859,구룡터널입구(경보),산13-299임,206135.9137,540643.9761
7872,대치삼성아파트(경보),1011-8 도,205255.3984,544194.6995
8715,연은초교,242-111대,193363.333,554477.2816
7987,송파푸르지오,산39임,212552.9385,542459.4257
8009,고덕아이파크남문(경보),499 대,213703.0791,550912.8243
8108,고덕센트럴아이파크후문,,214751.6584,550457.7173
8123,고덕센트럴516동삼거리,,214868.665,550462.7602
8228,대명초교,256도,213483.11,549819.4862
8498,신도기연앞,1002-5학,190294.9641,540608.03
8500,장위꿈의숲703동,165-1대,204498.7426,557704.4296
8502,장위꿈의숲713동,305대,204173.9067,557729.628
8504,강일역앞,산8-1 임,215590.2095,550918.023
8522,서초그랑자이앞,1336대,202355.4923,543182.6726
8543,르엘대치정문앞,995 도,205759.7356,544687.9741
8572,가양대교북단램프2,,188185.7682,552990.2487
8584,대방동미소주택,391-29대,193514.7604,544425.2046
8588,e편한백련산,194-17도,193263.2675,555004.0541
8710,어린이대공원역(연등)2,98학,206534.0346,549718.8503
7961,우신종합동물병원,929-2대,186885.6519,547040.3267
7971,강동롯데캐슬134동앞,304-1답,212370.9783,550920.2866
8085,#49,910 도,185232.9543,550754.5705
8168,서초삼성물산(경보1),1394도,202290.6,544011.1687
8173,천호대교북단(연등),188-27대,209580.3403,549373.2204
8175,등촌1-10단지(연등),167-2구,185775.0374,551543.8983
8180,송정역(연등),18-104대,183413.2652,551315.3203
8185,영일오피스텔(경보),1154 대,197264.575,541766.7937
8220,신석어린이집,250-15대,194435.2375,549210.9399
8226,네이처힐301동앞,산 22-10 임,202362.5997,540526.0216
8245,잠실대교남단램프,7대,208602.4608,546338.824
8246,천호대교남단램프,481-9천,210302.6447,549114.7239
8372,마젤란아파트,1505-6제,207387.4683,554070.5465
8397,성산대교남단,177 천,190112.4616,549784.0525
8476,시립서북병원,24-49도,192099.2673,556215.6414
8637,위례대로18단지삼거리,산71-14임,213599.1756,543120.6105
8639,승리교,75-38대,193780.9473,542367.0262
8653,신길동홍어거리입구,188도,192200.5698,545729.6965
8680,위례중앙푸르지오입구삼거리,,212454.1061,541657.7841
4226,배명중,156도,208539.3115,544203.3241
4232,영인운수,266도,184224.7103,549601.6354
7881,래미안대치팰리스202동(경보),1019-10 대,205346.9426,543857.5388
8681,길음롯데캐슬,499-30대,202359.3191,556428.1884
8699,위례서이로연결도로삼거리,산21임,212064.603,542677.0984
8813,한성대입구사거리(연등)1,89-1 도,null,null
8814,BK타워삼거리,641-2 도,null,null
8828,반포래미안원베일리앞,1-1대,null,null
8830,봉영여중(연등),325-11도,null,null
8113,롯데캐슬베네루체709동,,214767.8344,549783.1355
8115,도란도란교(연등),56-2대,200627.582,554248.9181
8118,고명초등학교앞,15대,212909.8967,550251.29
8240,극락정사앞,148-7 공,195707.0305,545467.6089
8287,서초젠트리스(경보),산43-1임,205121.3926,539580.1817
8368,명덕외고기숙사(연등)1,195-8답,185141.0594,550633.1154
8515,신금호역(연등)1,122-1도,201768.2748,550626.8093
8599,잠실대교남단진출램프,239천,208342.9224,546775.661
8631,남가좌아이파크102동(연등),319-25도,192998.3617,552977.4501
8654,코스트코양재,216-1잡,203298.8202,540250.8373
8656,금옥어린이집,349-234차,201108.2034,549987.3698
8695,명인갈비,542-48대,192808.48,551871.8439
8696,창동동진빌리지,299대,203670.3377,561239.3229
7979,숭문고,3-62 대,195168.1125,550098.0501
7983,마곡트루엘오피스텔(C3),754-6 도,184661.0514,552101.574
7984,송파IC진출입램프,245-15 도,211358.3713,541814.5925
8127,BMW서비스센터,450대,191460.9795,551896.5053
8167,서초삼성물산(경보2),858 도,202361.925,544038.9937
8181,우리은행강남역지점앞(경보),619-7 대,202350.0375,544436.6937
8188,래미안영등포프레비뉴아파트110동옆(경보),299-1 학,191679.3875,545051.1687
8190,대성DPolis(경보3),459-21 장,189056.925,542217.3812
8191,대성DPolis(경보1),459-16도,189157.8875,542168.5812
8197,버들2교(연등)2,397-14전,210468.543,542061.4219
8198,송정역,614-73대,183205.0446,551343.8407
8200,아주초교(연등)2,86대,206616.7319,545192.5714
8201,대명초교입구연등(경보),102도,213684.875,549402.7687
8202,힐스테이트암사(경보),509대,211110.45,549854.1437
8203,KT신사지사(경보),456 대,202566.55,547379.4812
8219,임오빌딩,487-365대,192742.0281,551008.8481
8232,상현중1(경보),산36임,196632.0894,543881.6831
8323,피자헛삼거리,산117-1임,204578.7203,558030.0337
8357,잠현초등학교앞(연등),471천,209232.5118,546905.1739
7902,망원우체국(연등),257-8대,191816.9582,550934.5776
8455,힐스테이트리슈빌강일505동,52-8답,215443.9383,552795.4777
8458,신설10번,,215575.3248,552601.1592
8459,신설9번,,215491.8529,552574.2755
8461,강빛중학교정문,112-10 전,215206.1848,552713.2886
8475,송파IC지하차도,57-2도,211449.3957,541276.7641
8539,천호대교남단진출램프,481-9천,210310.0672,549149.3531
8618,휘경1동주민센터(연등),85-101도,205716.5925,554870.0084
8665,한솔아파트101동앞(연등),1-19천,190064.4005,549495.5452
8667,성산대교남단동측B,36천,190363.9077,549418.4084
8702,자양1파출소,393-1,206788.0229,548610.7133
8723,599모터스,1514학,null,null
8728,심미아파트(연등),1090도,null,null
8729,화곡복지아파트,662-13도,null,null
8730,경동시장(연등),47-1도,null,null
8732,성북초교(연등)2,63-11 도,null,null
8733,쌍용남산플레티넘,27-3도,null,null
8075,캐스트윈,323-1답,185523.2009,551575.2939
8079,LG에스엘씨,422-61도,185001.3233,551349.9361
8081,마곡필네이쳐,789-10 도,185560.6386,551283.1338
8102,미주고시원(연등),30-32대,198031.5207,549917.264
8126,아현시장,137-5대,196050.4969,550649.5504
8161,선사로6길(경보),350-3도,210532.1375,549086.9187
8163,서부경찰서(연등)1,27-21대,193009.5041,555847.1872
8164,고덕그라시움145동,169도,214908.287,550966.2001
8427,창도초교후문,660도,204438.3653,562733.8729
